"species","pct","n","mean_height","se_height","mean_damage","se_damage"
"Downy","No PCT",1554,2.11132624113475,0.031181839220253,13.1042471042471,0.533228321122518
"Downy","PCT",563,2.01362745098039,0.0550962373978937,9.49378330373002,0.778416762992537
"Silver","No PCT",1337,2.31331914893617,0.0362494305975097,20.5706806282722,0.689512410098523
"Silver","PCT",600,2.14131578947368,0.055406941127839,14.15,0.818804624314683
